# dataset B: 12440 rows, 3063 chemical families. data/datasetB_featurized.npz rows (Tc>0 subset of data/supercon_stanev.csv); family = `groups` field.
# fold_deterministic = GroupKFold(5) (no shuffle, published protocol); fold_seedS = GroupKFold(5, shuffle=True,
#   random_state=S); random_fold_seedS = KFold(5, shuffle=True, random_state=S). scikit-learn 1.7.2,
#   pandas 2.3.2, numpy 2.3.3. Generated by code/v2/make_splits.py.
# GroupKFold breaks size ties by the ORDER of the integer family codes (pandas.factorize order of first
#   appearance), so the fold assignment depends on the code order, not only on the family partition.
#   These indices, not just the procedure, are the reference. Read with pandas.read_csv(..., comment='#').
row_index,family_id,family_key,fold_deterministic,fold_seed0,fold_seed1,fold_seed2,fold_seed3,fold_seed4,random_fold_seed0,random_fold_seed1,random_fold_seed2,random_fold_seed3,random_fold_seed4,fold_deterministic_v1_prefilter_codes
5051,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,3,1,2,2,3,1
5052,650,Fe|S|Te,4,4,1,4,3,3,2,4,0,3,2,4
5053,59,Bi|Ca|Cu|O|Sr,2,1,2,3,0,3,0,2,2,2,3,2
5054,356,Mo|Re,4,3,4,1,0,0,1,0,2,1,2,4
5055,732,S|Se|Ta,4,4,4,0,4,1,1,3,4,2,3,1
5056,1888,As|Fe|Ni|Sr,3,2,4,0,0,2,2,4,3,1,4,1
5057,792,C|K|Rb,2,2,3,2,1,4,1,4,3,2,2,2
5058,1843,Ce|La|Pt|Si,1,2,3,0,2,0,2,2,4,4,2,1
5059,145,Ba|Cu|Dy|O,2,1,4,1,3,4,3,4,4,4,0,2
5060,1980,La|S,0,1,3,2,4,3,3,4,1,3,1,1
5061,192,Nb|Ta|Ti,2,0,0,2,0,4,2,3,0,2,2,0
5062,269,Ba|Cu|La|Nd|O,3,1,4,1,0,3,1,3,0,2,3,1
5063,32,Ce|Cu|Gd|Nd|O,4,3,1,4,4,4,0,0,4,1,2,4
5064,1190,Hf|V|Zr,1,1,3,1,4,1,2,2,0,3,2,2
5065,1981,Bi|La|O|S|Th,1,1,4,1,4,2,0,0,1,2,3,4
5066,1982,C|La|Th,2,2,4,4,3,4,3,3,3,4,1,3
5067,54,Nb|Ta,1,2,0,0,3,2,2,1,2,0,4,0
5068,1175,Au|Ga|In,4,2,4,4,2,0,0,3,3,0,4,1
5069,1687,N|S,1,0,0,2,1,1,2,3,4,2,2,0
5070,1983,Fe|Si|V,1,0,4,0,4,0,4,3,4,2,4,1
5071,204,Cu|La|O|Pr|Sr,1,1,2,0,1,0,0,3,3,3,1,0
5072,728,C|Th|Y,4,0,4,1,4,1,4,4,2,2,4,4
5073,1984,Au|Ta,0,3,3,3,4,2,0,0,4,2,4,0
5074,515,Ba|Ca|Cu|O|Pb|Sr|Y,1,3,4,0,1,3,4,4,4,2,3,0
5075,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,0,0,4,2,1,1
5076,1985,C|N|Nb|V,1,2,3,3,4,0,1,2,1,3,1,0
5077,1986,Hg|Pb|Sm,3,3,1,0,3,0,3,4,0,1,1,0
5078,1118,Ce|Cu|Nd|O|Zn,3,0,2,0,3,2,0,0,0,1,3,2
5079,351,Ba|Cu|Hg|O,0,1,0,3,3,4,0,4,4,0,2,2
5080,139,Al|B|Mg,1,1,3,4,1,1,3,0,1,0,3,1
5081,287,Bi|Pb,3,2,1,1,1,3,2,3,0,2,3,1
5082,1987,C|O|W,2,4,0,1,3,4,0,1,3,4,4,0
5083,1336,La|Pd|Si,4,0,1,3,0,4,1,3,1,2,0,3
5084,1386,Ba|Cu|Eu|O|Y,0,1,1,3,1,0,3,2,2,0,0,2
5085,68,Bi|Sn,2,3,2,0,3,1,3,4,3,0,0,1
5086,1988,Ce|Cu|O|Pr|Sr,3,0,0,3,4,2,0,2,0,0,1,4
5087,1989,In|La|Tl,0,1,3,4,1,0,2,3,1,0,0,3
5088,895,B|Dy|Lu|Ru,0,0,0,4,1,0,4,4,4,4,1,3
5089,1572,Os|Ru,4,0,4,1,1,0,4,1,3,4,1,2
5090,172,B|Nb,4,3,2,3,2,0,1,0,1,0,4,1
5091,1977,As|Fe|Nd|O,4,1,0,2,3,4,0,4,2,4,4,4
5092,1990,B|C|Cu|Y,3,3,1,2,1,1,3,2,1,0,3,1
5093,79,Fe|Se|Te,4,3,3,0,1,3,0,4,4,0,2,0
5094,1991,Bi|Ni|Pr,4,2,1,3,0,2,0,4,3,2,3,2
5095,893,Mo|Nb|Pd,4,2,0,4,2,0,0,4,0,4,3,1
5096,177,C|Cu|N|O|Pb|Sr|Tl,0,2,0,3,3,3,4,0,4,1,2,0
5097,1992,Cu|Fe|H|La|O|Sr,2,0,0,3,0,1,2,3,2,0,4,0
5098,1377,Ga|Nb|Zn,1,0,1,4,2,2,3,3,2,0,2,0
5099,401,Co|Zr,0,3,3,0,2,1,0,3,0,3,1,4
5100,1993,Cs|Mo|S,0,4,1,0,1,1,4,3,2,0,4,3
5101,473,Ba|Ca|Cu|O|Sr|Yb,2,2,0,1,4,2,0,4,2,4,3,2
5102,1680,Cd|Tl,3,2,1,3,0,4,4,1,3,3,1,4
5103,538,Cl|Hf|Li|N,1,0,3,2,4,3,4,2,4,1,0,3
5104,567,Ge|Nb|Sn,1,0,2,3,2,1,4,1,4,1,3,1
5105,153,Ba|Cu|Ni|O|Y,1,4,4,4,2,1,0,4,4,1,0,1
5106,1476,C|Mo|Re,4,0,3,0,1,2,4,3,1,4,0,2
5107,1994,Ba|Cu|Nd|O|Pr|Sr,1,0,3,3,4,2,0,2,3,1,0,4
5108,43,Fe|K|Se,2,2,3,2,1,3,2,3,0,2,2,0
5109,1955,Ga|Pt,2,2,2,0,2,4,2,3,3,3,1,2
5110,273,Bi|Cu|La|O|Pb|Sr,4,4,0,0,0,1,2,4,1,3,2,2
5111,84,H|Pd,0,4,3,0,4,4,3,1,2,2,2,2
5112,1995,As|Ba|Fe|K|O,2,3,2,2,4,4,0,1,3,4,2,0
5113,1996,Ga|Mo|V,3,3,4,4,0,0,4,1,2,0,0,1
5114,1076,Pb|Sn,3,2,4,1,4,2,0,0,3,1,0,0
5115,84,H|Pd,0,4,3,0,4,4,3,4,4,2,3,2
5116,1669,Cu|Gd|O|Ru|Sr,2,2,3,0,2,1,4,1,4,3,4,2
5117,57,Ba|Ca|Co|Cu|O|Y,1,1,3,4,0,1,3,3,3,2,1,2
5118,28,Al|Ba|Cu|O|Sr|Y,3,3,0,3,1,0,0,1,1,4,2,0
5119,1992,Cu|Fe|H|La|O|Sr,2,0,0,3,0,1,1,1,3,2,1,0
5120,1332,Bi|Ca|Cu|O|Sr|Tm,0,0,4,1,3,1,0,4,4,1,0,1
5121,61,Ge|La|Pt,2,2,3,1,1,4,0,4,1,0,4,3
5122,289,Pd|Zr,4,0,3,3,1,0,0,0,4,3,3,1
5123,1997,Cu|Nb|Ta,4,0,3,3,3,0,4,2,3,1,3,2
5124,86,Ba|Cu|O|Y,4,4,4,2,0,4,1,1,0,1,1,4
5125,366,As|Ba|Fe|Ni,0,1,0,4,4,3,0,2,4,1,3,1
5126,1998,B|Li|Mg,2,0,3,1,1,1,1,1,3,4,4,3
5127,1068,B|Be|Mg,2,0,0,2,3,3,4,1,1,3,2,2
5128,1999,H|S|Ta,0,3,0,1,2,2,2,2,4,0,1,1
5129,179,Ta|V,4,0,4,3,1,0,3,1,0,4,1,2
5130,621,Ba|Cu|O|Sn|Sr|Y,4,0,4,1,4,4,4,2,0,1,4,0
5131,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,4,1,4,0,3,1
5132,1068,B|Be|Mg,2,0,0,2,3,3,3,2,1,1,3,2
5133,331,As|Co|Fe|Na,0,3,1,4,4,0,2,3,4,3,1,3
5134,449,B|C|Co|Ho|Ni,4,4,3,4,3,0,0,0,0,3,2,3
5135,331,As|Co|Fe|Na,0,3,1,4,4,0,1,2,3,4,2,3
5136,1749,As|Co|Fe|O|Pr|Sr,0,1,2,2,4,2,0,3,4,1,0,3
5137,2000,Re|Rh,0,2,0,3,3,2,4,1,2,0,2,3
5138,2001,Ir|La|Zn,1,3,0,0,1,2,0,4,2,2,3,4
5139,183,Ba|Ca|Cu|O|Tl,2,3,4,2,0,4,2,2,3,0,2,2
5140,165,Cu|La|O|Zn,2,3,0,2,2,4,0,2,3,0,0,2
5141,611,Ce|Cu|Eu|O|Ru|Sr,3,3,4,0,1,2,2,3,0,3,3,4
5142,1769,Mo|Se|Te,4,4,3,4,1,2,3,1,3,1,2,2
5143,2002,Ga|Nb|Se,1,3,3,0,0,1,0,2,0,1,3,4
5144,199,Al|Si|V,4,4,1,1,1,2,3,2,4,0,2,4
5145,242,Ba|Cu|La|O|Sr,2,0,1,1,4,2,4,4,3,2,0,4
5146,290,Ba|Ca|Cu|La|O|Y,2,0,4,0,1,2,4,1,0,3,1,1
5147,58,Co|H|Na|O,1,1,0,1,1,1,1,0,1,2,4,3
5148,1209,Mo|Pb|S,4,4,3,2,3,0,0,4,2,3,1,1
5149,74,Ba|Cu|La|O|Y,2,3,3,3,3,1,4,0,1,2,4,2
5150,1371,Ca|Cu|Ge|O|Sr|Y,4,0,3,2,3,1,0,0,1,0,1,0
5151,10,Cu|La|O|Pb|Sr,3,0,0,3,2,2,2,0,1,3,0,3
5152,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,2,0,1,2,3,1
5153,1553,La|Pt|Si,4,1,3,0,2,3,2,3,2,2,2,2
5154,1117,Cd|Hg,0,2,0,4,0,2,3,3,0,1,3,4
5155,473,Ba|Ca|Cu|O|Sr|Yb,2,2,0,1,4,2,0,1,1,1,2,2
5156,2003,Co|La|Ru|Sn,2,4,3,1,3,1,4,1,3,0,4,1
5157,166,Ce|La|Ru,3,4,1,1,0,3,2,0,0,3,1,1
5158,217,Ce|Cu|O|Sm,3,0,2,1,4,4,0,4,0,4,4,2
5159,1644,Ag|In,2,2,0,3,1,2,1,4,1,0,1,4
5160,455,Ba|Cu|O|Tl,1,1,3,2,4,3,0,1,1,1,3,2
5161,2004,H|Li|Nb|O,1,0,1,1,1,0,2,3,2,1,0,0
5162,1608,Ce|In|Pt,0,4,0,4,3,1,4,4,4,2,1,2
5163,74,Ba|Cu|La|O|Y,2,3,3,3,3,1,3,0,2,2,0,2
5164,1126,Nb|Si|Ti,2,2,1,4,2,2,0,0,4,4,0,2
5165,44,Cu|La|Nd|O|Sr,3,0,2,3,4,2,2,4,1,3,4,0
5166,739,Ca|Cu|O|Pb|Sr|Y,1,4,3,0,4,2,0,0,3,1,0,3
5167,286,Ba|Cu|O|Pr|Y,3,1,2,0,3,0,1,0,4,1,2,3
5168,507,Ba|Cu|H|O|Y,2,1,2,4,1,2,0,4,3,2,4,2
5169,97,As|Co|Eu|Fe|Sr,2,1,3,4,1,3,3,0,0,1,1,0
5170,1304,Rh|Ru|Se,2,4,3,1,4,0,3,3,1,0,4,0
5171,2005,As|F|Fe|O|Sm|Zn,4,3,0,2,3,3,3,4,2,3,2,0
5172,701,B|C|Mo,2,1,2,2,2,3,1,4,0,1,3,1
5173,1195,Ba|Ca|Cu|F|O,4,2,2,3,2,3,2,2,1,2,2,3
5174,292,Ba|Cu|Fe|O|Y,0,4,0,1,4,3,2,2,3,4,3,4
5175,42,Cu|La|O|Sr|Zn,1,2,4,4,3,1,0,4,2,2,0,1
5176,1311,As|Ba|Fe|K|Ru,1,1,4,2,0,0,0,0,0,0,1,4
5177,2006,Ca|Cu|Dy|O|Sr|Tl,2,4,2,0,3,3,3,2,1,1,4,1
5178,59,Bi|Ca|Cu|O|Sr,2,1,2,3,0,3,1,2,2,2,0,2
5179,428,Ba|Cu|O|Sr|Yb,1,4,0,4,3,2,1,0,1,0,3,4
5180,351,Ba|Cu|Hg|O,0,1,0,3,3,4,3,1,4,1,2,2
5181,970,Nb|Sn|Ta|V,4,3,2,4,4,0,4,2,3,2,1,2
5182,1249,Ba|Ca|Cu|La|O|Pr|Sr,0,4,2,3,3,1,4,2,3,2,1,3
5183,336,Ba|Cu|O|Pr|Sm,3,3,2,0,3,2,1,2,3,2,4,1
5184,348,B|C|Lu|Ni,1,4,1,3,3,4,4,2,4,2,1,1
5185,587,Ba|Cu|Hg|O|Re,2,0,1,1,3,2,2,1,1,1,1,0
5186,1013,Al|Nb,1,0,2,4,2,3,2,4,0,1,1,0
5187,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,1,4,4,0,0,1
5188,152,Ba|Cu|O|Sr|Y,2,2,4,0,3,2,2,4,2,3,3,0
5189,153,Ba|Cu|Ni|O|Y,1,4,4,4,2,1,0,0,1,3,1,1
5190,2007,Al|In|La,3,3,3,3,1,0,3,0,4,2,0,2
5191,436,Ba|Cu|Eu|O|Pr|Sr,4,0,2,2,2,1,2,2,1,3,4,3
5192,2008,Co|In|La|Sn,1,4,3,2,1,1,4,4,0,3,3,3
5193,604,Ga|Si|V,3,4,2,4,0,1,0,1,1,3,4,3
5194,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,1,1,4,3,1,1
5195,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,4,4,2,2,4,1
5196,2009,Nb|Re|Ta,4,4,1,0,3,1,3,3,0,4,3,2
5197,924,Ag|Al,2,0,0,3,3,1,3,0,3,1,0,0
5198,292,Ba|Cu|Fe|O|Y,0,4,0,1,4,3,2,1,0,0,2,4
5199,1556,C|H|N|Na|Rb,2,4,0,0,3,3,4,1,1,0,1,2
5200,840,Ba|Cu|Nd|O|Sr,2,1,1,1,2,2,2,3,1,4,2,3
5201,89,In|Pb|Sn|Te,1,2,1,2,3,2,2,2,3,0,1,1
5202,642,Ba|Cu|Dy|O|Sr,4,3,1,1,2,3,4,0,0,1,0,2
5203,970,Nb|Sn|Ta|V,4,3,2,4,4,0,4,3,2,2,3,2
5204,426,Ce|Cu|Nd|Ni|O,4,1,3,1,4,4,2,0,2,2,3,3
5205,2010,K|S|V,4,0,1,1,0,1,0,3,0,2,0,3
5206,2011,As|Dy|Fe|La|O|Sr,0,4,1,3,1,4,1,0,0,4,2,4
5207,51,Cu|La|O|Sm|Sr,4,3,2,4,3,3,1,0,2,1,3,4
5208,470,Hf|Rh,1,4,1,2,4,4,4,3,4,2,2,2
5209,331,As|Co|Fe|Na,0,3,1,4,4,0,4,3,2,1,3,3
5210,1019,Ce|Cu|La|O,0,3,4,3,4,1,1,2,2,4,4,0
5211,420,Ce|Cu|Nd|O,0,3,2,4,2,0,1,2,1,1,0,0
5212,2012,Ga|Si|Yb,0,1,4,1,1,1,2,2,0,0,2,0
5213,383,Al|Nb|Sn,3,2,0,2,4,4,3,0,1,2,1,0
5214,168,Cu|La|O,0,4,4,4,1,3,2,3,0,3,2,0
5215,1616,B|Mg|Mn,1,3,4,3,3,2,0,2,1,0,2,4
5216,2013,Be|Zr,4,2,0,0,0,4,2,0,4,1,1,3
5217,684,Ba|Ca|Cu|Hg|O,0,1,4,0,4,3,4,4,0,4,2,4
5218,182,La|Y,2,0,1,3,4,0,0,0,2,1,4,1
5219,1253,Cu|Hg|Mo|O|Sr,4,4,4,1,1,4,4,1,2,2,1,4
5220,718,La|Ni|Sn,2,2,3,4,1,3,3,1,3,4,0,2
5221,1664,Bi|Ca|Cu|I|O|Sr|Y,3,3,3,2,3,0,0,1,2,2,1,4
5222,1306,Ti|Zr,0,4,4,3,3,3,4,0,3,2,4,2
5223,1644,Ag|In,2,2,0,3,1,2,3,4,0,1,4,4
5224,286,Ba|Cu|O|Pr|Y,3,1,2,0,3,0,2,3,1,4,0,3
5225,2014,Ba|P|Rh,1,1,3,3,2,1,1,4,4,2,0,4
5226,2015,Ge|Os|Y,1,3,2,1,3,1,0,1,2,3,0,4
5227,732,S|Se|Ta,4,4,4,0,4,1,3,1,1,0,0,1
5228,395,Ba|Bi|K|O|Pr,3,3,3,4,4,3,1,0,3,0,4,4
5229,2016,Ca|Cu|O|Pb|Sr|Tm,1,1,0,2,0,1,1,0,1,2,0,1
5230,49,Ba|Cu|La|O,3,0,2,4,3,0,3,4,2,1,1,3
5231,1981,Bi|La|O|S|Th,1,1,4,1,4,2,1,0,4,0,1,4
5232,239,As|Ba|Fe|Ru,0,3,3,1,1,3,2,3,2,0,3,2
5233,2017,Fe|Ru,3,3,0,4,2,0,1,2,4,4,0,1
5234,21,Cu|O|Ru|Sr|Y,3,4,3,3,0,3,3,3,4,0,1,3
5235,1219,C|Cs|Na,1,4,3,4,3,0,1,0,1,4,4,3
5236,733,Re|W,0,2,1,0,2,2,3,3,2,0,3,1
5237,89,In|Pb|Sn|Te,1,2,1,2,3,2,3,3,1,1,3,1
5238,496,In|Pb,4,0,3,1,4,2,4,2,1,0,2,2
5239,2018,Ba|Bi|Ca|Cu|O|Tl,2,2,1,3,2,0,4,0,1,4,2,2
5240,2019,In|La|Sn,4,2,0,2,1,0,4,2,3,3,1,3
5241,241,Ga|V,4,3,1,0,4,2,4,0,1,1,4,0
5242,62,Al|Ge|Nb,2,3,3,0,1,3,1,2,0,2,0,2
5243,216,Cu|La|O|Sr,4,4,1,1,0,1,0,2,0,3,0,4
5244,604,Ga|Si|V,3,4,2,4,0,1,0,2,1,4,0,3
5245,473,Ba|Ca|Cu|O|Sr|Yb,2,2,0,1,4,2,4,0,4,1,0,2
5246,1738,Cr|Ir,0,0,4,4,4,1,3,1,0,3,4,0
5247,2020,B|Re|W,2,3,1,2,3,2,3,3,4,0,2,2
5248,422,Bi|Ca|Cu|O|Pb|Sr,3,0,1,3,0,1,3,0,2,0,1,4
5249,1330,As|Fe|H|La,3,0,1,2,3,3,4,4,4,3,2,0
5250,650,Fe|S|Te,4,4,1,4,3,3,4,3,4,1,0,4
5251,244,As|F|Fe|La|Mn|O|Y,3,1,3,4,2,3,4,4,1,2,1,0
5252,76,Ge|V,1,0,1,0,2,0,1,1,0,0,4,3
5253,794,La|Ru|Th,1,0,4,1,4,3,1,1,1,0,1,2
5254,473,Ba|Ca|Cu|O|Sr|Yb,2,2,0,1,4,2,2,3,3,4,0,2
5255,1781,C|Hg|K,3,3,0,3,2,4,0,0,3,2,2,0
5256,725,Ba|Co|Cu|Eu|O,4,3,1,4,0,0,2,4,2,3,1,2
5257,473,Ba|Ca|Cu|O|Sr|Yb,2,2,0,1,4,2,0,2,3,3,1,2
5258,24,Cu|La|Mn|O|Sr,4,4,2,4,3,1,1,1,1,0,0,1
5259,701,B|C|Mo,2,1,2,2,2,3,4,2,4,3,3,1
5260,943,Ir|Os,0,1,1,2,3,2,1,0,3,4,3,2
5261,5,Al|Ga|V,3,2,3,4,0,2,3,0,3,0,4,2
5262,358,N|Nb,1,3,3,2,3,1,4,1,1,4,1,1
5263,1209,Mo|Pb|S,4,4,3,2,3,0,3,3,0,1,0,1
5264,22,Ba|Co|Cu|O|Y,3,0,2,2,0,4,4,0,4,2,1,3
5265,308,Bi|Ca|Cu|La|O|Sr|Y,0,2,2,1,2,1,4,2,3,2,0,1
5266,1210,Bi|Ce|F|Nd|O|S,4,2,0,3,1,2,2,2,0,2,0,4
5267,476,Ba|Cu|Ga|O|Y,0,1,1,0,4,0,2,3,3,2,2,1
5268,2021,Au|Ba|Si,3,4,3,4,3,0,1,4,2,1,3,3
5269,239,As|Ba|Fe|Ru,0,3,3,1,1,3,3,3,0,4,2,2
5270,966,As|Co|Fe|La|O,1,1,3,1,0,2,1,2,2,3,0,1
5271,373,Ba|Cu|Hg|Mo|O,2,4,4,4,1,4,0,4,0,1,4,4
5272,1382,Cu|O|Sr|Tm,3,2,0,2,1,2,4,3,1,1,2,0
5273,641,Ir|Si|Th,0,0,2,3,4,2,3,1,3,1,3,0
5274,1040,Ge|Te,2,4,2,2,1,0,0,4,0,4,1,2
5275,242,Ba|Cu|La|O|Sr,2,0,1,1,4,2,0,3,4,2,1,4
5276,992,Bi|F|La|O|S,2,2,2,4,4,1,0,4,4,4,0,3
5277,2022,B|Ce|La|N|Ni,3,4,1,2,3,2,4,4,3,2,2,2
5278,2023,Ba|Cu|Fe|O|Sm,4,4,3,0,3,3,1,4,1,0,2,2
5279,1386,Ba|Cu|Eu|O|Y,0,1,1,3,1,0,2,3,3,0,4,2
5280,2024,B|Os|Y,0,4,2,2,4,3,0,4,0,3,1,0
5281,99,Au|In,0,4,0,1,2,3,2,0,1,1,4,3
5282,912,Fe|Se,0,0,3,4,0,4,3,1,4,3,3,0
5283,2025,Ba|Cu|Fe|Ho|O|Sr,2,1,4,0,4,1,0,1,2,1,4,4
5284,2026,Ce|Cu|O|Pr|V,4,2,3,3,4,4,2,1,3,0,3,3
5285,86,Ba|Cu|O|Y,4,4,4,2,0,4,2,1,3,2,0,4
5286,1,Ba|Ca|Cu|La|O,0,0,1,3,2,4,0,3,1,0,3,0
5287,79,Fe|Se|Te,4,3,3,0,1,3,0,1,4,1,0,0
5288,696,Ba|C,2,4,4,2,2,3,4,3,4,0,4,3
5289,2027,Ca|Cu|F|O|Pb|Sr|Y,1,1,1,2,2,2,4,0,4,0,2,2
5290,611,Ce|Cu|Eu|O|Ru|Sr,3,3,4,0,1,2,4,0,2,1,0,4
5291,326,Ca|Cl|Cu|O,4,0,3,3,4,2,0,0,1,2,0,2
5292,675,Ba|Cu|O|Sm,0,0,0,2,2,0,1,0,3,2,2,0
5293,621,Ba|Cu|O|Sn|Sr|Y,4,0,4,1,4,4,3,0,0,0,3,0
5294,2028,As|Ba|Ni|P,4,0,3,4,4,2,4,4,0,1,4,1
5295,2029,Si|Sr,4,2,1,4,2,3,2,4,4,3,2,0
5296,12,Ba|Ca|Cu|O|Y,3,3,3,3,4,4,1,3,2,3,2,3
5297,33,C|N|Nb,1,0,3,0,2,3,2,2,0,1,2,3
5298,1664,Bi|Ca|Cu|I|O|Sr|Y,3,3,3,2,3,0,3,3,1,0,1,4
5299,1120,Cr|Rh,4,2,0,3,0,0,3,0,3,0,3,0
5300,354,B|Ho|Rh|Ru,0,2,3,1,3,0,2,2,0,0,1,1
5301,427,La|Nd,2,0,3,3,2,1,2,2,1,2,2,1
5302,929,Be|Ga,1,4,1,1,3,1,4,1,2,2,1,4
5303,482,Nb|V|Zr,1,0,3,3,1,3,1,1,3,1,1,0
5304,736,B|Li|Ni|Pd,2,4,1,0,3,1,3,0,0,2,2,4
5305,817,Ce|Cu|Gd|O|Sm,1,1,0,4,3,4,4,1,1,0,2,2
5306,221,As|Fe|Ru|Sr,3,4,1,0,1,0,0,1,4,3,1,2
5307,1788,Si|W,2,3,3,4,3,4,1,1,0,2,0,1
5308,2030,Co|Rh|Ti,4,1,2,1,0,2,4,0,0,3,3,0
5309,1494,Co|Ga|Nb,2,0,1,1,0,4,4,0,4,3,4,2
5310,86,Ba|Cu|O|Y,4,4,4,2,0,4,4,1,3,0,1,4
5311,1491,N|Nb|V,4,1,4,3,1,1,4,3,0,3,0,4
5312,1568,Ba|Fe|Se,3,2,3,1,0,2,4,1,0,4,1,4
5313,328,Ca|Si,2,2,3,0,0,0,2,2,0,2,1,4
5314,2031,Cu|Ho|O|Ru|Sr,0,2,0,3,1,3,3,4,0,1,2,1
5315,2032,Hf|V,2,3,1,0,1,3,1,3,4,2,1,4
5316,366,As|Ba|Fe|Ni,0,1,0,4,4,3,0,3,4,1,2,1
5317,33,C|N|Nb,1,0,3,0,2,3,3,3,0,2,0,3
5318,1933,Cu|Ir|Te,0,4,2,0,4,3,0,2,1,2,2,1
5319,109,Ba|Cu|Er|Fe|O|Zn,0,1,4,3,3,2,3,3,3,4,3,4
5320,1195,Ba|Ca|Cu|F|O,4,2,2,3,2,3,2,4,4,1,0,3
5321,2033,Ba|Ca|Cu|Eu|O|Sr,0,2,4,3,1,1,3,1,4,0,1,0
5322,152,Ba|Cu|O|Sr|Y,2,2,4,0,3,2,1,1,0,1,4,0
5323,1630,Ba|Cu|O|Sr|Ti|Y,3,3,4,1,0,3,4,2,1,1,3,2
5324,2034,Al|Mo|Nb,4,0,0,2,1,4,3,2,1,2,4,2
5325,241,Ga|V,4,3,1,0,4,2,2,4,3,4,3,0
5326,1616,B|Mg|Mn,1,3,4,3,3,2,2,2,4,4,2,4
5327,1969,Si|Ta,3,0,3,4,1,3,4,3,3,3,0,2
5328,1597,Ca|Cu|Eu|O|Pb|Sr,3,2,2,3,0,0,3,0,3,1,4,0
5329,4,Bi|F|Nd|O|Pb|S,1,1,0,0,2,3,2,0,1,0,4,3
5330,887,Be|Re,2,3,3,2,4,2,4,0,4,1,1,1
5331,57,Ba|Ca|Co|Cu|O|Y,1,1,3,4,0,1,3,4,0,0,0,2
5332,1677,Bi|F|Nd|O|S|Sm,0,2,2,0,1,4,3,0,3,0,3,3
5333,356,Mo|Re,4,3,4,1,0,0,2,3,0,4,4,4
5334,2035,O|Ru|Sr|Ti,1,0,0,0,0,0,0,2,4,3,4,2
5335,2036,Be|U,1,4,1,2,0,1,2,1,0,3,4,2
5336,152,Ba|Cu|O|Sr|Y,2,2,4,0,3,2,3,2,2,1,3,0
5337,2037,B|Rh|Th,2,3,1,2,0,3,3,2,3,4,1,3
5338,570,In|Sn|Te,4,0,3,1,2,1,1,0,2,4,4,4
5339,2038,Fe|Ga|Mo,0,2,0,1,1,2,4,1,4,1,0,0
5340,2039,Rh|Th,3,2,2,2,1,2,3,2,3,1,2,1
5341,68,Bi|Sn,2,3,2,0,3,1,0,1,4,2,1,1
5342,2040,Ba|Cd|Cu|O|Tl,1,4,2,2,2,1,0,0,4,2,3,4
5343,897,Ag|Sn,3,1,4,0,3,1,4,2,3,1,3,4
5344,2041,B|Re,3,0,3,2,4,1,0,3,2,3,3,3
5345,32,Ce|Cu|Gd|Nd|O,4,3,1,4,4,4,4,1,3,4,3,4
5346,904,Ba|Cd|Cu|O|Y,0,2,2,1,3,3,4,4,3,1,2,3
5347,175,K|O|W,0,1,3,3,0,0,4,2,2,2,3,4
5348,65,Ba|Bi|K|O,3,2,0,2,0,0,1,4,4,3,0,3
5349,1980,La|S,0,1,3,2,4,3,3,4,3,1,1,1
5350,1426,As|F|La|Ni|O,0,1,3,3,4,3,1,1,1,2,4,4
5351,2042,Bi|Ce|Cu|Dy|O|Sr,3,4,3,0,1,1,3,3,3,4,3,4
5352,750,Pb|Sb,2,2,2,4,1,0,0,2,2,1,0,0
5353,2043,Ce|Co|Cu|Eu|O|Sr,4,2,0,2,0,1,3,4,3,4,2,2
5354,1487,As|Ce|Fe|O,4,1,0,2,2,3,0,4,4,2,2,4
5355,315,Al|B|Li|Mg,0,2,2,1,2,0,0,1,4,0,1,0
5356,2044,As|Fe|O|P|Pr|Sr,0,0,3,1,2,2,0,0,1,2,2,0
5357,31,Ba|Cu|O|Pr|Sr|Y,0,2,3,4,1,0,1,2,3,2,0,2
5358,604,Ga|Si|V,3,4,2,4,0,1,2,1,3,0,4,3
5359,62,Al|Ge|Nb,2,3,3,0,1,3,0,2,1,1,0,2
5360,461,Al|Ba|Cu|O|Y,1,0,4,4,3,2,1,0,0,1,1,4
5361,604,Ga|Si|V,3,4,2,4,0,1,0,3,3,0,0,3
5362,795,C|Sr,1,1,4,1,4,4,0,1,1,1,0,3
5363,5,Al|Ga|V,3,2,3,4,0,2,2,0,3,3,0,2
5364,749,C|Ca|Cu|O|Sr|Y,2,4,1,1,1,4,2,2,2,4,4,4
5365,708,C|Cu|N|O|Sr,4,1,1,2,1,0,0,3,3,2,4,1
5366,2045,As|Ba|Fe|Yb,1,3,0,0,2,0,0,3,4,4,2,1
5367,2046,B|Mo|Re,3,4,1,0,0,3,2,0,3,2,0,2
5368,1150,Bi|S|Ta,3,2,4,2,2,4,4,0,0,4,2,2
5369,2047,N|Nb|Zr,1,2,0,4,1,3,0,1,4,3,4,1
5370,1137,Ca|Cl|Cu|Na|O,2,2,4,3,3,0,4,4,2,1,0,1
