# dataset A: 21263 rows, 3365 chemical families. data/train.csv rows; family = tc_pipeline.chemical_families(data/unique_m.csv).
# fold_deterministic = GroupKFold(5) (no shuffle, published protocol); fold_seedS = GroupKFold(5, shuffle=True,
#   random_state=S); random_fold_seedS = KFold(5, shuffle=True, random_state=S). scikit-learn 1.7.2,
#   pandas 2.3.2, numpy 2.3.3. Generated by code/v2/make_splits.py.
# GroupKFold breaks size ties by the ORDER of the integer family codes (pandas.factorize order of first
#   appearance), so the fold assignment depends on the code order, not only on the family partition.
#   These indices, not just the procedure, are the reference. Read with pandas.read_csv(..., comment='#').
row_index,family_id,family_key,fold_deterministic,fold_seed0,fold_seed1,fold_seed2,fold_seed3,fold_seed4,random_fold_seed0,random_fold_seed1,random_fold_seed2,random_fold_seed3,random_fold_seed4
12309,1811,Nb|Ti,4,2,3,1,3,4,3,0,4,3,3
12310,1812,Nb|Te,4,3,2,1,4,0,0,3,4,1,4
12311,1812,Nb|Te,4,3,2,1,4,0,1,2,1,2,1
12312,1813,Nb|Tc,3,0,2,4,1,3,4,2,1,1,4
12313,1813,Nb|Tc,3,0,2,4,1,3,0,4,4,2,4
12314,1813,Nb|Tc,3,0,2,4,1,3,0,2,0,0,0
12315,1813,Nb|Tc,3,0,2,4,1,3,2,3,3,3,2
12316,1813,Nb|Tc,3,0,2,4,1,3,4,2,0,3,0
12317,1813,Nb|Tc,3,0,2,4,1,3,3,3,4,3,1
12318,1814,Nb|Ta|Ti,1,3,1,4,3,0,2,4,0,4,0
12319,1806,Nb|Ta,0,0,4,0,1,0,1,3,0,2,0
12320,1815,Nb|Ti|V,1,1,1,2,4,2,0,0,4,4,1
12321,1811,Nb|Ti,4,2,3,1,3,4,1,2,4,1,2
12322,1811,Nb|Ti,4,2,3,1,3,4,3,3,0,1,2
12323,1811,Nb|Ti,4,2,3,1,3,4,4,1,4,3,3
12324,1811,Nb|Ti,4,2,3,1,3,4,0,4,2,0,3
12325,1811,Nb|Ti,4,2,3,1,3,4,1,0,1,3,0
12326,1811,Nb|Ti,4,2,3,1,3,4,1,4,0,1,3
12327,1811,Nb|Ti,4,2,3,1,3,4,1,3,4,2,2
12328,1811,Nb|Ti,4,2,3,1,3,4,2,4,2,2,1
12329,1811,Nb|Ti,4,2,3,1,3,4,4,0,4,3,0
12330,1811,Nb|Ti,4,2,3,1,3,4,0,1,0,4,1
12331,1811,Nb|Ti,4,2,3,1,3,4,2,1,3,0,4
12332,1816,Nb|Ti|Zr,0,3,1,2,0,2,1,2,0,0,0
12333,1816,Nb|Ti|Zr,0,3,1,2,0,2,0,2,3,4,3
12334,1816,Nb|Ti|Zr,0,3,1,2,0,2,1,4,2,2,0
12335,1816,Nb|Ti|Zr,0,3,1,2,0,2,1,0,3,1,3
12336,1816,Nb|Ti|Zr,0,3,1,2,0,2,1,2,4,3,1
12337,1816,Nb|Ti|Zr,0,3,1,2,0,2,2,3,0,0,3
12338,1815,Nb|Ti|V,1,1,1,2,4,2,2,1,3,0,4
12339,1815,Nb|Ti|V,1,1,1,2,4,2,4,0,3,0,2
12340,1815,Nb|Ti|V,1,1,1,2,4,2,3,0,0,2,3
12341,1817,Nb|Zr,1,1,1,1,0,2,1,1,2,3,3
12342,1817,Nb|Zr,1,1,1,1,0,2,2,2,1,0,3
12343,1817,Nb|Zr,1,1,1,1,0,2,0,4,2,1,3
12344,1817,Nb|Zr,1,1,1,1,0,2,2,1,4,2,1
12345,1817,Nb|Zr,1,1,1,1,0,2,1,3,0,2,3
12346,1817,Nb|Zr,1,1,1,1,0,2,1,0,3,1,3
12347,1817,Nb|Zr,1,1,1,1,0,2,4,0,0,3,4
12348,1817,Nb|Zr,1,1,1,1,0,2,0,1,1,3,3
12349,1817,Nb|Zr,1,1,1,1,0,2,3,0,1,4,1
12350,1817,Nb|Zr,1,1,1,1,0,2,0,2,0,2,4
12351,1817,Nb|Zr,1,1,1,1,0,2,4,1,4,2,0
12352,1818,Nb|V|Zr,3,2,0,0,0,2,2,3,1,4,2
12353,1235,Ni|Zr,1,1,4,1,1,2,0,1,2,3,0
12354,1235,Ni|Zr,1,1,4,1,1,2,2,0,0,2,1
12355,1819,Ni|V|Zr,4,1,1,1,2,4,4,0,2,2,0
12356,1820,Ni|V,3,3,4,1,1,1,3,4,3,3,1
12357,1821,Ni|Ta,2,3,3,4,1,4,3,0,4,4,4
12358,1822,Ni|Rh|Ti,3,4,0,4,4,0,1,2,3,0,3
12359,1823,Ni|Pd|Te,1,4,0,1,4,2,1,3,3,4,2
12360,1823,Ni|Pd|Te,1,4,0,1,4,2,1,3,3,1,3
12361,1817,Nb|Zr,1,1,1,1,0,2,2,1,2,2,4
12362,1817,Nb|Zr,1,1,1,1,0,2,1,4,3,0,3
12363,1824,O|Tl|W,3,1,4,3,2,4,1,0,4,4,1
12364,1825,O|Ti,0,0,1,3,4,3,3,1,3,2,0
12365,1825,O|Ti,0,0,1,3,4,3,0,4,3,1,3
12366,1825,O|Ti,0,0,1,3,4,3,1,2,4,4,3
12367,1826,O|Sr|W,3,1,0,1,2,2,1,0,1,0,2
12368,1827,O|Sn,0,0,2,2,3,0,1,1,0,1,2
12369,1828,O|Rh|Zr,1,4,1,2,1,0,4,2,0,2,2
12370,1829,O|Rh|Ti,4,2,0,4,4,4,1,1,2,3,1
12371,1830,O|Re|Ti,1,1,4,0,1,4,0,0,2,2,3
12372,948,O|Rb|W,1,3,2,0,2,0,4,2,1,3,3
12373,1831,O|Pd|Zr,2,2,3,4,2,3,1,1,2,4,2
12374,1788,Nb|O,2,3,3,4,3,4,3,4,0,1,3
12375,1832,Os|Ti,3,2,1,4,3,0,3,3,3,2,0
12376,1833,Os|Ta,0,3,1,2,1,4,3,1,1,4,0
12377,1834,Os|Sc,4,4,4,2,1,4,1,4,2,1,4
12378,1835,Os|Rh|Ti,3,0,4,1,1,3,0,2,3,0,2
12379,1836,Os|Rh,1,0,1,1,1,3,4,4,3,3,4
12380,1837,Os|Re|Y,2,0,2,2,4,1,4,2,4,4,2
12381,1838,Os|Re,2,4,4,3,2,0,1,0,4,4,2
12382,1027,Os,4,1,2,2,1,3,1,3,0,1,2
12383,1839,O|W,3,0,3,4,1,4,4,1,3,4,2
12384,1840,O|V|Zr,4,1,4,3,1,4,1,1,2,3,1
12385,1841,O|V,0,1,3,3,3,3,0,4,1,4,2
12386,1842,P|Pb,1,3,3,1,0,0,2,0,2,1,1
12387,1843,Os|Zr,3,3,3,1,0,0,4,0,3,0,3
12388,1843,Os|Zr,3,3,3,1,0,0,2,0,0,0,3
12389,1844,Os|Y,3,4,4,4,0,1,0,0,3,3,2
12390,1845,Os|W,3,0,4,3,3,1,2,2,4,2,0
12391,1845,Os|W,3,0,4,3,3,1,4,3,1,2,0
12392,1845,Os|W,3,0,4,3,3,1,1,1,3,4,2
12393,1845,Os|W,3,0,4,3,3,1,4,2,4,0,1
12394,1845,Os|W,3,0,4,3,3,1,2,2,4,2,1
12395,1845,Os|W,3,0,4,3,3,1,4,0,3,1,1
12396,1846,Os|V,3,0,1,1,4,3,3,1,4,0,4
12397,1846,Os|V,3,0,1,1,4,3,3,3,0,1,4
12398,1847,Pb|Pt,1,4,0,0,1,4,2,0,0,2,4
12399,1847,Pb|Pt,1,4,0,0,1,4,2,0,2,0,2
12400,1848,Pb|Pd,1,3,1,1,4,2,1,2,3,3,3
12401,1760,Mo|Pb|S,4,0,2,0,3,4,0,3,4,4,2
12402,975,Pb,3,4,1,2,3,1,2,4,2,3,2
12403,1849,P|W,1,4,4,1,1,2,4,2,3,2,0
12404,1273,P|Sn,1,0,1,2,0,4,4,0,4,2,2
12405,1850,P|Si|V,0,1,1,1,2,0,4,4,0,4,4
12406,1850,P|Si|V,0,1,1,1,2,0,2,3,0,1,4
12407,1851,Pb|Sr,2,3,1,0,4,3,0,1,2,1,4
12408,1852,Pb|Sn,2,0,2,0,1,4,2,4,4,1,4
12409,1852,Pb|Sn,2,0,2,0,1,4,2,3,1,2,3
12410,1852,Pb|Sn,2,0,2,0,1,4,1,4,1,4,2
12411,1852,Pb|Sn,2,0,2,0,1,4,3,3,4,0,4
12412,1852,Pb|Sn,2,0,2,0,1,4,3,2,4,1,1
12413,1853,Pb|Sb,2,2,3,2,0,2,0,2,3,3,1
12414,1853,Pb|Sb,2,2,3,2,0,2,0,3,2,0,4
12415,1062,Pb|S|Ta,4,2,4,2,4,3,2,0,4,4,4
12416,1854,Pb|Rh,3,2,1,1,4,2,2,2,4,1,4
12417,1854,Pb|Rh,3,2,1,1,4,2,3,1,0,2,1
12418,1855,Pb|Zn,4,0,2,2,3,1,3,1,1,2,0
12419,1856,Pb|Yb,0,1,0,3,4,1,2,0,1,1,3
12420,1857,Pb|Y,1,1,2,1,4,4,3,1,4,2,1
12421,1858,Pb|Tl,4,3,0,3,4,2,2,4,0,3,0
12422,1858,Pb|Tl,4,3,0,3,4,2,0,3,4,1,2
12423,1858,Pb|Tl,4,3,0,3,4,2,2,2,0,4,3
12424,1858,Pb|Tl,4,3,0,3,4,2,4,1,3,4,3
12425,1858,Pb|Tl,4,3,0,3,4,2,3,4,2,2,3
12426,1858,Pb|Tl,4,3,0,3,4,2,0,4,4,4,3
12427,1858,Pb|Tl,4,3,0,3,4,2,0,0,4,4,0
12428,1858,Pb|Tl,4,3,0,3,4,2,4,1,2,3,3
12429,1858,Pb|Tl,4,3,0,3,4,2,2,4,1,0,4
12430,1859,Pd|Sb,3,1,1,0,0,0,0,4,2,1,2
12431,1859,Pd|Sb,3,1,1,0,0,0,0,2,4,1,4
12432,1860,Pd|S,1,3,0,3,2,1,0,3,4,1,0
12433,1861,Pd|Ru|Zr,4,1,3,1,3,1,4,4,4,0,4
12434,1862,Pd|Rh|Zr,4,4,1,4,4,2,2,1,2,4,1
12435,1862,Pd|Rh|Zr,4,4,1,4,4,2,4,4,3,2,0
12436,1863,Pd|Rh|Ti,0,4,0,1,0,0,3,2,3,3,1
12437,1864,Pd|Rh|Te,1,2,2,1,4,4,1,1,3,1,4
12438,1865,Pd|Pt|Te,3,1,0,2,1,3,0,2,4,1,4
12439,1865,Pd|Pt|Te,3,1,0,2,1,3,0,1,3,1,3
12440,1866,Pb|Zr,2,1,2,1,0,3,2,2,4,4,4
12441,1866,Pb|Zr,2,1,2,1,0,3,3,4,4,0,2
12442,1867,Pd|Sn,2,1,3,3,3,0,0,0,2,0,3
12443,1867,Pd|Sn,2,1,3,3,3,0,4,0,3,4,1
12444,1867,Pd|Sn,2,1,3,3,3,0,1,3,0,1,0
12445,1868,Pd|Si,0,4,3,0,0,2,2,1,3,2,0
12446,1869,Pd|Se,3,0,4,3,1,4,1,4,1,0,1
12447,1869,Pd|Se,3,0,4,3,1,4,0,0,0,4,3
12448,1869,Pd|Se,3,0,4,3,1,4,4,1,1,2,0
12449,1869,Pd|Se,3,0,4,3,1,4,3,1,2,1,4
12450,1870,Pd|Sb|Te,4,3,1,2,3,3,1,1,2,4,2
12451,1871,Pd|Sb|Se,3,4,4,2,4,4,3,3,1,3,0
12452,1859,Pd|Sb,3,1,1,0,0,0,3,0,1,0,0
12453,1859,Pd|Sb,3,1,1,0,0,0,0,0,1,2,2
12454,1872,Pd|Tl,2,1,2,1,0,0,1,4,4,4,4
12455,1873,Pd|Te,3,3,1,2,3,2,1,4,4,4,1
12456,1873,Pd|Te,3,3,1,2,3,2,4,2,4,4,4
12457,1873,Pd|Te,3,3,1,2,3,2,0,1,0,4,2
12458,1873,Pd|Te,3,3,1,2,3,2,1,4,4,0,2
12459,1873,Pd|Te,3,3,1,2,3,2,1,2,3,0,4
12460,1873,Pd|Te,3,3,1,2,3,2,2,2,3,1,0
12461,1873,Pd|Te,3,3,1,2,3,2,1,0,3,1,4
12462,1873,Pd|Te,3,3,1,2,3,2,0,4,0,2,3
12463,1873,Pd|Te,3,3,1,2,3,2,3,4,1,0,3
12464,1867,Pd|Sn,2,1,3,3,3,0,4,3,2,0,4
12465,1874,Pt|Te,3,3,4,3,1,3,3,4,1,1,0
12466,1875,Pt|Ta,4,1,0,3,1,2,2,0,1,4,4
12467,1875,Pt|Ta,4,1,0,3,1,2,0,4,0,3,4
12468,1875,Pt|Ta,4,1,0,3,1,2,4,0,1,4,4
12469,1876,Pt|Sn,4,3,4,2,1,0,2,1,3,1,1
12470,1877,Pt|Si,0,4,3,1,3,0,0,2,2,0,0
12471,1878,Pt|Sb,4,0,4,1,3,2,0,1,2,4,0
12472,1879,Pt|Rh|Ti,2,4,4,0,1,0,0,0,2,0,3
12473,1217,Pd|Zr,2,1,0,3,2,3,4,1,2,4,1
12474,1880,Pd|V,0,1,4,3,4,2,3,1,1,1,2
12475,1881,Pt|Y,1,2,0,1,4,0,4,0,3,0,4
12476,1881,Pt|Y,1,2,0,1,4,0,0,3,4,3,2
12477,1882,Pt|W,4,3,0,2,0,4,0,3,1,4,3
12478,1883,Pt|V,1,4,4,4,3,0,1,0,4,2,4
12479,1883,Pt|V,1,4,4,4,3,0,4,2,3,3,4
12480,1883,Pt|V,1,4,4,4,3,0,3,0,3,0,3
12481,1884,Pt|Tl,0,1,0,1,0,4,3,3,4,1,4
12482,1885,Pt|Ti,4,2,1,3,0,0,0,1,2,0,1
12483,1886,Re|Ta,3,1,3,1,3,3,3,4,4,0,0
12484,1886,Re|Ta,3,1,3,1,3,3,1,2,4,3,4
12485,1886,Re|Ta,3,1,3,1,3,3,1,3,1,0,4
12486,1887,Re|Ru,3,1,4,0,3,0,4,1,0,2,2
12487,1888,Re|Rh|Ti,1,0,4,0,1,2,2,1,2,2,1
12488,1838,Os|Re,2,4,4,3,2,0,4,3,3,3,4
12489,1024,Re,4,3,3,4,4,4,1,0,1,0,3
12490,1024,Re,4,3,3,4,4,4,3,2,4,1,3
12491,1889,Pt|Zr,4,4,3,4,3,3,1,3,1,2,2
12492,1881,Pt|Y,1,2,0,1,4,0,3,1,3,1,3
12493,1881,Pt|Y,1,2,0,1,4,0,2,0,4,2,4
12494,1881,Pt|Y,1,2,0,1,4,0,0,1,3,3,1
12495,1890,Re|W,2,3,4,2,0,3,3,4,0,4,4
12496,1890,Re|W,2,3,4,2,0,3,0,0,1,2,3
12497,1890,Re|W,2,3,4,2,0,3,3,1,4,0,4
12498,1890,Re|W,2,3,4,2,0,3,3,3,2,4,2
12499,1891,Re|V,2,3,0,3,0,2,0,2,2,3,4
12500,1891,Re|V,2,3,0,3,0,2,4,3,3,0,1
12501,1891,Re|V,2,3,0,3,0,2,0,2,4,1,4
12502,1891,Re|V,2,3,0,3,0,2,3,1,1,4,0
12503,1892,Re|Ti,0,1,3,0,2,3,0,4,1,0,3
12504,1892,Re|Ti,0,1,3,0,2,3,4,1,0,3,1
12505,1886,Re|Ta,3,1,3,1,3,3,2,4,4,2,0
12506,1893,Rh|Se,0,2,0,1,0,1,2,2,2,1,0
12507,1894,Rh|Sc|Ti,0,0,2,1,0,3,4,0,1,1,0
12508,1895,Rh|Sc,1,0,0,2,3,3,2,0,4,3,0
12509,1896,Rh|S,4,4,0,1,3,4,2,0,4,2,0
12510,1897,Rh|Ru|Ti,3,0,1,4,0,4,0,4,4,4,2
12511,1233,Re|Zr,2,3,2,3,0,1,3,1,3,4,2
12512,1233,Re|Zr,2,3,2,3,0,1,1,1,3,4,3
12513,1233,Re|Zr,2,3,2,3,0,1,2,3,0,0,0
12514,1898,Re|Y,3,2,4,4,4,0,0,3,2,1,0
12515,1890,Re|W,2,3,4,2,0,3,1,3,1,3,1
12516,1890,Re|W,2,3,4,2,0,3,2,2,2,2,0
12517,1890,Re|W,2,3,4,2,0,3,3,1,4,0,3
12518,1899,Rh|Te,4,4,0,4,3,4,1,1,0,4,2
12519,1899,Rh|Te,4,4,0,4,3,4,3,3,2,0,1
12520,1900,Rh|Ta|Ti,2,1,0,2,4,4,2,4,1,1,4
12521,1227,Rh|Ta,2,3,0,4,1,3,1,2,2,3,0
12522,1227,Rh|Ta,2,3,0,4,1,3,1,4,0,4,0
12523,1227,Rh|Ta,2,3,0,4,1,3,2,1,2,1,2
12524,1901,Rh|Sr,1,2,3,0,2,3,3,0,3,2,0
12525,1902,Rh|Sn,0,0,0,1,0,0,3,3,1,1,1
12526,1893,Rh|Se,0,2,0,1,0,1,3,3,1,1,1
12527,1903,Rh|Ti|Zr,4,3,0,0,2,1,4,4,4,3,0
12528,1904,Rh|Ti|Y,3,4,3,3,0,1,4,1,4,1,0
12529,1905,Rh|Ti|W,2,4,1,4,3,2,3,0,2,4,2
12530,1906,Rh|Ti|V,2,1,1,3,4,4,2,4,1,2,0
12531,1907,Rh|Ti,4,1,1,3,3,3,2,0,4,2,2
12532,1907,Rh|Ti,4,1,1,3,3,3,1,0,4,0,4
12533,1907,Rh|Ti,4,1,1,3,3,3,3,4,0,2,3
12534,1907,Rh|Ti,4,1,1,3,3,3,4,4,2,0,2
12535,1907,Rh|Ti,4,1,1,3,3,3,4,1,0,2,3
12536,1907,Rh|Ti,4,1,1,3,3,3,2,3,2,3,3
12537,1907,Rh|Ti,4,1,1,3,3,3,4,2,4,0,2
12538,1231,Rh|Zr,3,0,2,0,0,2,1,1,1,2,1
12539,1231,Rh|Zr,3,0,2,0,0,2,0,3,4,3,3
12540,1231,Rh|Zr,3,0,2,0,0,2,3,2,0,2,2
12541,1231,Rh|Zr,3,0,2,0,0,2,1,0,4,1,0
12542,1231,Rh|Zr,3,0,2,0,0,2,4,1,0,4,2
12543,1908,Rh|Y,2,4,2,1,3,2,1,3,2,0,4
12544,1908,Rh|Y,2,4,2,1,3,2,2,0,4,3,3
12545,1908,Rh|Y,2,4,2,1,3,2,0,1,1,4,1
12546,1908,Rh|Y,2,4,2,1,3,2,4,0,2,1,3
12547,1909,Rh|W,4,3,0,4,0,0,1,4,2,4,4
12548,1909,Rh|W,4,3,0,4,0,0,4,1,3,1,2
12549,1910,Rh|V,1,4,3,4,2,1,2,1,3,3,2
12550,1911,Ru|V,1,3,0,4,2,4,4,4,4,1,4
12551,1912,Ru|Ti,0,1,3,1,0,4,3,3,1,2,2
12552,1913,Ru|Sc,2,4,1,3,0,3,4,2,4,0,4
12553,1026,Ru,0,3,0,2,1,4,1,4,1,0,2
12554,1231,Rh|Zr,3,0,2,0,0,2,0,3,1,3,3
12555,1231,Rh|Zr,3,0,2,0,0,2,0,2,2,2,4
12556,1231,Rh|Zr,3,0,2,0,0,2,4,0,0,0,0
12557,1231,Rh|Zr,3,0,2,0,0,2,3,2,3,0,3
12558,1231,Rh|Zr,3,0,2,0,0,2,3,0,3,0,4
12559,1231,Rh|Zr,3,0,2,0,0,2,3,1,4,2,4
12560,1231,Rh|Zr,3,0,2,0,0,2,4,4,0,1,4
12561,1131,S|Se|Ta,0,4,1,2,1,1,0,1,1,2,1
12562,1232,Ru|Zr,1,0,1,4,4,4,4,2,1,2,1
12563,1232,Ru|Zr,1,0,1,4,4,4,2,1,2,2,1
12564,1914,Ru|Y,4,1,4,4,1,1,2,1,3,1,1
12565,1915,Ru|W,0,4,2,2,0,3,2,1,3,4,4
12566,1915,Ru|W,0,4,2,2,0,3,2,4,1,1,1
12567,1915,Ru|W,0,4,2,2,0,3,1,4,1,2,0
12568,1915,Ru|W,0,4,2,2,0,3,3,2,2,2,2
12569,1915,Ru|W,0,4,2,2,0,3,4,0,0,1,2
12570,1911,Ru|V,1,3,0,4,2,4,2,4,3,1,2
12571,1911,Ru|V,1,3,0,4,2,4,1,1,3,0,0
12572,1911,Ru|V,1,3,0,4,2,4,4,3,1,4,4
12573,1916,Sb|Sn,2,2,0,0,1,2,0,0,0,1,2
12574,1916,Sb|Sn,2,2,0,0,1,2,2,4,1,2,3
12575,1916,Sb|Sn,2,2,0,0,1,2,3,4,1,0,0
12576,1916,Sb|Sn,2,2,0,0,1,2,2,0,0,3,2
12577,1917,S|Zr,0,0,0,3,2,4,0,4,0,2,3
12578,1918,S|Y,4,2,2,1,3,3,4,4,4,4,1
12579,1130,S|Ta,4,4,3,1,0,3,4,1,3,3,3
12580,1130,S|Ta,4,4,3,1,0,3,0,1,4,4,3
12581,1082,S|Sn|Ta,2,2,3,2,1,4,4,3,4,1,0
12582,1131,S|Se|Ta,0,4,1,2,1,1,3,0,1,4,0
12583,1131,S|Se|Ta,0,4,1,2,1,1,2,4,4,0,2
12584,1919,Sc|Zr,2,3,0,0,2,3,1,2,1,2,3
12585,1919,Sc|Zr,2,3,0,0,2,3,4,0,3,1,0
12586,1919,Sc|Zr,2,3,0,0,2,3,3,1,3,1,3
12587,1920,Sb|Zr,4,4,4,3,1,4,3,2,2,0,0
12588,1921,Sb|V,2,3,0,4,2,4,1,3,4,2,4
12589,1921,Sb|V,2,3,0,4,2,4,0,2,4,4,1
12590,1922,Sb|Tl,1,1,2,4,1,1,2,4,0,3,1
12591,1922,Sb|Tl,1,1,2,4,1,1,0,2,0,2,4
12592,1142,Sb|Ti,3,2,0,1,2,0,0,3,3,2,4
12593,1142,Sb|Ti,3,2,0,1,2,0,2,0,3,4,3
12594,1923,Sb|Ta,2,0,3,2,1,0,0,4,3,2,3
12595,1916,Sb|Sn,2,2,0,0,1,2,0,4,0,0,2
12596,1149,Si|V,4,4,0,4,3,1,3,2,4,3,4
12597,1149,Si|V,4,4,0,4,3,1,4,0,0,4,0
12598,1149,Si|V,4,4,0,4,3,1,0,2,3,1,1
12599,1149,Si|V,4,4,0,4,3,1,3,1,0,3,3
12600,1149,Si|V,4,4,0,4,3,1,3,0,3,1,4
12601,1149,Si|V,4,4,0,4,3,1,1,3,2,4,1
12602,1924,Si|Ti|V,1,4,0,1,1,2,0,3,4,4,3
12603,1925,Si|Sr,2,4,0,0,4,2,1,2,2,0,4
12604,1926,Se|Y,4,3,2,3,4,1,3,2,2,0,3
12605,1272,Sn|Te,2,4,2,0,3,0,2,0,1,1,1
12606,1927,Sn|Ta|V,3,2,4,3,0,0,2,4,2,0,1
12607,1927,Sn|Ta|V,3,2,4,3,0,0,0,4,4,4,4
12608,1928,Sn|Ta,2,0,1,1,2,2,1,4,1,2,4
12609,1928,Sn|Ta,2,0,1,1,2,2,3,1,3,3,2
12610,1928,Sn|Ta,2,0,1,1,2,2,0,0,1,2,3
12611,1929,Si|W,3,2,1,2,4,0,2,3,4,2,1
12612,1149,Si|V,4,4,0,4,3,1,2,1,2,0,1
12613,1149,Si|V,4,4,0,4,3,1,2,0,4,4,1
12614,1149,Si|V,4,4,0,4,3,1,0,2,3,1,4
12615,1149,Si|V,4,4,0,4,3,1,3,2,0,0,0
12616,1149,Si|V,4,4,0,4,3,1,1,3,0,0,2
12617,1930,Ta|V|Zr,1,4,2,1,1,3,2,2,0,4,4
12618,1931,Ta|V,0,1,1,3,0,3,0,2,2,3,1
12619,1931,Ta|V,0,1,1,3,0,3,4,1,0,2,2
12620,1931,Ta|V,0,1,1,3,0,3,2,0,1,2,1
12621,1932,Ta|Ti,3,3,3,1,4,2,2,1,4,3,0
12622,1266,Ta,3,0,1,1,3,3,0,4,3,1,2
12623,1933,Sn|Zr,1,4,1,2,4,3,4,4,2,3,0
12624,1934,Sn|Zn,4,2,1,1,0,4,3,2,3,4,1
12625,1935,Sn|V,4,3,3,0,3,4,0,4,3,1,3
12626,1935,Sn|V,4,3,3,0,3,4,3,2,2,4,3
12627,1272,Sn|Te,2,4,2,0,3,0,3,0,4,1,2
12628,1936,Tc|V,0,0,4,3,4,0,4,4,4,2,0
12629,1936,Tc|V,0,0,4,3,4,0,4,0,1,2,1
12630,1936,Tc|V,0,0,4,3,4,0,4,1,1,3,4
12631,1936,Tc|V,0,0,4,3,4,0,2,2,0,2,4
12632,1936,Tc|V,0,0,4,3,4,0,2,3,0,2,0
12633,1936,Tc|V,0,0,4,3,4,0,1,1,3,4,4
12634,1936,Tc|V,0,0,4,3,4,0,3,2,3,0,0
12635,1936,Tc|V,0,0,4,3,4,0,3,1,2,1,4
12636,1936,Tc|V,0,0,4,3,4,0,1,0,4,3,1
12637,981,Tc,2,1,2,1,0,2,2,2,2,1,2
12638,1937,Ta|Zr,2,3,2,4,3,2,1,2,2,1,2
12639,1938,Ti|V,1,4,1,2,1,1,2,3,4,1,4
12640,1939,Ti,4,0,4,1,3,4,2,4,4,4,0
12641,1940,Te|Y,2,4,3,2,1,1,3,2,4,3,1
12642,1275,Te|Tl,4,1,4,2,3,3,3,1,4,2,3
12643,1941,Tc|Zr,3,4,2,1,0,0,0,1,0,1,4
12644,1941,Tc|Zr,3,4,2,1,0,0,3,4,3,1,3
12645,1942,Tc|W,2,1,4,4,0,0,4,4,4,3,3
12646,1938,Ti|V,1,4,1,2,1,1,1,2,2,3,0
12647,1938,Ti|V,1,4,1,2,1,1,0,1,4,3,4
12648,1938,Ti|V,1,4,1,2,1,1,3,4,3,1,0
12649,1938,Ti|V,1,4,1,2,1,1,2,2,0,4,0
12650,1938,Ti|V,1,4,1,2,1,1,2,4,2,2,1
12651,1938,Ti|V,1,4,1,2,1,1,1,0,1,4,4
12652,1938,Ti|V,1,4,1,2,1,1,3,1,1,0,3
12653,1938,Ti|V,1,4,1,2,1,1,3,4,4,4,1
12654,1938,Ti|V,1,4,1,2,1,1,1,3,3,4,1
12655,1938,Ti|V,1,4,1,2,1,1,2,3,3,1,2
12656,1938,Ti|V,1,4,1,2,1,1,2,3,1,4,4
12657,1938,Ti|V,1,4,1,2,1,1,2,4,0,2,4
12658,972,Tl,3,4,2,0,0,4,1,3,2,4,2
12659,972,Tl,3,4,2,0,0,4,4,3,1,0,1
12660,972,Tl,3,4,2,0,0,4,4,2,0,2,4
12661,972,Tl,3,4,2,0,0,4,1,4,0,4,0
12662,1943,Ti|Zr,4,2,0,4,1,4,1,1,3,1,1
12663,1943,Ti|Zr,4,2,0,4,1,4,2,0,1,3,0
12664,1943,Ti|Zr,4,2,0,4,1,4,0,2,2,1,0
12665,1943,Ti|Zr,4,2,0,4,1,4,1,4,3,1,2
12666,1943,Ti|Zr,4,2,0,4,1,4,1,2,4,1,4
12667,1944,Ti|V|Zr,3,1,0,2,0,0,1,2,0,1,2
12668,1944,Ti|V|Zr,3,1,0,2,0,0,3,2,3,2,3
12669,1095,V|Zr,4,1,4,1,2,4,1,3,2,1,3
12670,1095,V|Zr,4,1,4,1,2,4,4,3,0,0,0
12671,1095,V|Zr,4,1,4,1,2,4,1,0,1,4,4
12672,1095,V|Zr,4,1,4,1,2,4,4,4,3,0,2
12673,1095,V|Zr,4,1,4,1,2,4,1,2,2,4,1
12674,1945,Tl|Y,3,0,2,0,0,4,2,0,4,4,3
12675,1576,Cs|Mo|S,1,3,3,0,2,0,4,1,1,2,2
12676,1025,Zn,4,1,4,1,3,4,4,1,4,1,4
12677,1091,Y,1,2,2,3,2,0,3,0,2,3,4
12678,1749,Mg|Pb,0,2,1,0,4,0,2,0,4,0,4
12679,1773,Mo|S|Zn,4,0,0,0,3,0,1,2,2,3,1
12680,1760,Mo|Pb|S,4,0,2,0,3,4,2,4,4,3,3
12681,1946,N|Re,4,3,0,0,0,0,4,3,1,0,2
12682,1947,N|Ta,0,1,0,4,1,3,1,2,2,4,3
12683,1145,Nb|Pt,4,2,1,1,2,3,4,4,4,0,0
12684,1000,Nb|Se,0,2,1,4,0,2,1,3,4,4,4
12685,1000,Nb|Se,0,2,1,4,0,2,3,4,3,4,0
12686,1801,Nb|Sb,2,1,4,0,3,4,3,1,1,0,0
12687,1138,Nb|S,4,1,0,4,4,4,2,4,4,4,3
12688,1796,Nb|Ru,4,3,1,0,1,2,1,0,2,0,0
12689,1144,Nb|Sn,4,4,1,2,2,3,2,3,0,4,0
12690,1240,Nb|Si,0,2,3,3,2,4,1,3,4,4,3
12691,1240,Nb|Si,0,2,3,3,2,4,2,0,3,4,1
12692,1000,Nb|Se,0,2,1,4,0,2,0,4,3,1,1
