dataset,seed,group,y,pred,nn_dist,violated
A,1,906,20.0,21.342817,0.689067006111145,0
A,1,28,9.34,20.31562,0.8422954678535461,0
A,1,28,9.1,22.265663,0.8031917810440063,0
A,1,28,6.06,22.658087,0.7433152794837952,1
A,1,28,13.6,26.595242,0.6706036925315857,0
A,1,28,17.2,26.875528,0.6192900538444519,0
A,1,28,17.7,25.399094,0.5974882245063782,0
A,1,28,8.33,21.219023,0.5861494541168213,0
A,1,909,15.9,17.177048,0.9015260934829712,0
A,1,909,26.3,15.579717,0.9022591710090637,0
A,1,909,26.7,17.395813,0.9035567045211792,0
A,1,909,35.3,19.136843,0.9044936895370483,1
A,1,909,34.8,19.004484,0.9045855402946472,1
A,1,909,35.9,26.649569,0.9060957431793213,0
A,1,909,25.6,26.895243,0.9068847894668579,0
A,1,913,120.6,98.822945,2.142531633377075,1
A,1,913,120.2,97.67295,2.1429967880249023,1
A,1,913,119.0,93.809746,2.1651611328125,1
A,1,713,30.0,27.08182,0.2658185362815857,0
A,1,28,11.0,22.658087,0.7433152794837952,0
A,1,28,15.0,26.595242,0.6706036925315857,0
A,1,13,90.9,87.041405,0.2511122524738312,0
A,1,177,86.8,78.52337,0.4593263566493988,0
A,1,177,63.3,65.695984,0.4594569504261017,0
A,1,177,55.8,54.751095,0.46667182445526123,0
A,1,177,44.5,49.136284,0.4619682729244232,0
A,1,177,39.2,36.070843,0.46978917717933655,0
A,1,177,22.9,30.049332,0.47801923751831055,0
A,1,177,10.0,30.104383,0.49403104186058044,1
A,1,909,25.1,17.251654,0.9039743542671204,0
A,1,918,20.2,14.316916,0.9857529997825623,0
A,1,605,91.6,90.03471,0.22834835946559906,0
A,1,679,87.2,84.18903,0.24795028567314148,0
A,1,679,83.7,82.23309,0.20314714312553406,0
A,1,679,84.2,78.87374,0.24298815429210663,0
A,1,679,82.7,75.986404,0.31474998593330383,0
A,1,679,80.1,75.74549,0.3891955316066742,0
A,1,679,80.6,74.60296,0.4088415503501892,0
A,1,679,80.3,75.23366,0.49721285700798035,0
A,1,713,23.5,27.08182,0.2658185362815857,0
A,1,921,14.0,25.097025,0.3241865932941437,0
A,1,921,7.0,27.537075,0.3227545917034149,1
A,1,925,36.3,30.596458,0.7828319072723389,0
A,1,925,40.3,30.66116,0.7686652541160583,0
A,1,925,32.2,30.44076,0.7632935643196106,0
A,1,925,29.2,32.31118,0.764718234539032,0
A,1,926,36.3,30.065178,0.9242609143257141,0
A,1,926,29.8,30.8679,0.9166221022605896,0
A,1,926,19.3,28.182968,0.919252336025238,0
A,1,926,12.9,22.134123,0.9787015914916992,0
A,1,927,37.0,31.410063,0.7168581485748291,0
A,1,927,37.0,25.288042,0.7324963212013245,0
A,1,927,37.0,26.538574,0.7993842959403992,0
A,1,927,37.0,24.205286,0.9086006879806519,0
A,1,927,37.0,23.14844,1.2704918384552002,1
A,1,929,15.0,40.071735,1.6056288480758667,1
A,1,929,20.0,41.348114,1.61516535282135,1
A,1,929,30.0,41.310493,1.6204081773757935,0
A,1,929,40.0,40.753143,1.6258978843688965,0
A,1,929,38.0,39.269505,1.6324421167373657,0
A,1,929,34.0,39.50626,1.6395158767700195,0
A,1,929,25.0,38.64431,1.6467760801315308,0
A,1,929,15.0,36.627533,1.6540229320526123,1
A,1,501,25.5,26.056946,0.4954019784927368,0
A,1,501,35.4,39.014843,0.7477935552597046,0
A,1,501,47.6,38.79771,0.687511146068573,0
A,1,501,54.0,41.436127,0.5824698805809021,0
A,1,501,57.7,45.036816,0.4562987685203552,0
A,1,931,1.13,5.2515235,3.3236489295959473,0
A,1,931,0.6,5.2515235,3.3235013484954834,0
A,1,931,0.46,5.2515235,3.323432207107544,0
A,1,772,46.6,47.19824,1.1072908639907837,0
A,1,772,36.1,42.383045,1.1742507219314575,0
A,1,772,7.8,37.907528,1.2902781963348389,1
A,1,772,60.0,32.188374,1.4132941961288452,1
A,1,268,18.0,37.203064,1.268654465675354,1
A,1,268,32.0,37.203064,1.268654465675354,0
A,1,932,32.0,28.57868,1.5379586219787598,0
A,1,933,42.0,39.88435,1.1601539850234985,0
A,1,936,115.0,79.85399,1.905685544013977,1
A,1,331,83.9,79.04678,0.6933488845825195,0
A,1,17,88.0,87.21921,0.47772079706192017,0
A,1,941,29.3,34.663147,1.9667936563491821,0
A,1,941,19.2,35.484493,1.9521313905715942,1
A,1,941,7.3,34.704197,1.9425393342971802,1
A,1,783,9.5,7.9390535,1.2950619459152222,0
A,1,943,33.5,31.683224,1.934260368347168,0
A,1,943,32.0,34.93471,2.0533900260925293,0
A,1,65,10.0,26.157572,0.4397128224372864,1
A,1,945,4.38,15.027153,3.1698858737945557,0
A,1,945,4.19,15.027153,3.169875144958496,0
A,1,945,3.98,15.002473,3.169985055923462,0
A,1,945,2.99,14.876671,3.1705360412597656,0
A,1,783,9.8,7.9390535,1.2950619459152222,0
A,1,107,2.91,9.684749,1.7055238485336304,0
A,1,107,8.7,8.827942,1.5834779739379883,0
A,1,107,10.25,8.186325,1.551761269569397,0
A,1,107,11.7,9.878896,1.5735145807266235,0
A,1,107,11.23,12.132557,1.5841776132583618,0
A,1,107,3.93,11.460149,1.6153005361557007,0
A,1,218,11.4,7.656881,3.4399218559265137,0
A,1,218,11.7,7.656881,3.4399218559265137,0
A,1,218,12.0,6.8756785,3.459223747253418,0
A,1,218,9.6,6.905405,3.4828402996063232,0
A,1,13,85.0,71.46191,0.25907713174819946,0
A,1,13,48.0,62.928913,0.3218931555747986,1
A,1,13,42.0,57.16819,0.3695582151412964,1
A,1,13,28.0,51.476147,0.417118638753891,1
A,1,218,12.9,7.656881,3.4399218559265137,0
A,1,218,12.4,7.656881,3.4399218559265137,0
A,1,218,12.1,7.075492,3.4550156593322754,0
A,1,218,11.8,7.707106,3.4728810787200928,0
A,1,218,10.4,7.1318417,3.4934771060943604,0
A,1,218,8.3,5.4721866,3.514979362487793,0
A,1,936,111.0,78.62115,1.8599615097045898,1
A,1,936,115.5,79.85399,1.905685544013977,1
A,1,936,107.5,74.70499,2.0190138816833496,1
A,1,40,88.0,80.940414,0.9602994322776794,0
A,1,40,86.0,80.87483,0.9587987661361694,0
A,1,40,83.0,80.586174,0.9581438899040222,0
A,1,40,80.0,79.22224,0.9588745832443237,0
A,1,40,71.0,70.111244,0.9566007256507874,0
A,1,40,64.0,61.7768,0.9551477432250977,0
A,1,47,128.0,99.078445,2.290189266204834,1
A,1,784,8.0,60.071636,0.3220023512840271,1
A,1,954,60.0,68.3447,0.39169925451278687,0
A,1,955,72.0,68.43411,0.6316220760345459,0
A,1,957,27.5,33.346672,1.7866634130477905,0
A,1,957,32.5,35.91965,1.8050994873046875,0
A,1,957,37.0,34.505833,1.8253695964813232,0
A,1,957,41.5,41.155388,1.8461391925811768,0
A,1,957,45.0,40.004646,1.8664441108703613,0
A,1,957,47.5,40.829426,1.879755973815918,0
A,1,957,51.0,41.64165,1.8864425420761108,0
A,1,957,52.5,41.14745,1.8939956426620483,0
A,1,957,58.5,46.08328,1.9090662002563477,0
A,1,957,61.5,46.07021,1.9234423637390137,1
A,1,958,34.0,30.870092,1.841530203819275,0
A,1,958,29.5,31.362251,1.9334309101104736,0
A,1,958,29.5,33.859455,2.016111373901367,0
A,1,958,30.0,28.271145,1.0060721635818481,0
A,1,959,28.0,33.7354,1.5176719427108765,0
A,1,959,40.0,33.288776,1.5355325937271118,0
A,1,959,47.0,31.767746,1.557763934135437,1
A,1,959,51.0,32.19838,1.5719841718673706,1
A,1,34,44.4,94.371346,0.7135412096977234,1
A,1,34,42.5,93.00692,0.7146607637405396,1
A,1,34,40.4,91.74356,0.7163270115852356,1
A,1,34,44.8,87.01161,0.7198022603988647,1
A,1,34,33.7,81.59646,0.739467442035675,1
A,1,34,44.1,77.561134,0.7175384163856506,1
A,1,965,71.0,47.49293,0.1818867176771164,1
A,1,268,87.6,34.091564,1.538444995880127,1
A,1,968,0.048,33.08387,5.313790798187256,1
A,1,783,9.62,7.9390535,1.2950619459152222,0
A,1,13,93.0,62.079273,0.28416556119918823,1
A,1,4,82.0,73.426735,0.9194985032081604,0
A,1,4,84.2,67.524475,0.9222512245178223,1
A,1,4,67.3,74.654366,0.9414287805557251,0
A,1,4,62.6,67.90927,0.9543102383613586,0
A,1,4,61.0,69.3893,0.9579751491546631,0
A,1,4,32.4,61.22733,0.974399209022522,1
A,1,4,25.8,60.285828,0.9962098002433777,1
A,1,422,13.0,19.14984,2.368539571762085,0
A,1,422,25.0,21.663017,2.353926658630371,0
A,1,422,25.0,24.278599,2.3439059257507324,0
A,1,422,26.0,24.313297,2.337718963623047,0
A,1,422,27.5,26.609472,2.334747791290283,0
A,1,422,26.5,27.033949,2.3364334106445312,0
A,1,422,27.7,26.757011,2.3322606086730957,0
A,1,422,28.0,27.887285,2.3334977626800537,0
A,1,733,0.97,5.7934413,3.256943941116333,0
A,1,973,3.4178,3.267563,4.302425384521484,0
A,1,975,7.22,5.234579,3.333059072494507,0
A,1,979,9.65,9.225696,4.047915935516357,0
A,1,984,0.5173,1.442426,3.669203996658325,0
A,1,984,0.5218,1.442426,3.669203996658325,0
A,1,984,0.5148,1.442426,3.669203996658325,0
A,1,984,0.5115,1.442426,3.669203996658325,0
A,1,986,17.3,10.185938,3.409623384475708,0
A,1,988,38.0,12.354754,2.5634074211120605,1
A,1,988,38.73,12.354754,2.5634074211120605,1
A,1,990,7.5,6.2793694,3.330967426300049,0
A,1,988,39.0,12.354754,2.5634074211120605,1
A,1,993,5.0,9.646313,6.814589023590088,0
A,1,993,2.3,9.173275,5.036675930023193,0
A,1,968,0.0524,33.08387,5.313790798187256,1
A,1,994,1.04,1.2066382,5.831089496612549,0
A,1,996,0.15,36.87656,5.818140983581543,1
A,1,783,9.6,7.9390535,1.2950619459152222,0
A,1,1002,0.8,1.2429712,1.4129889011383057,0
A,1,986,3.838,7.5469656,3.337634801864624,0
A,1,1008,8.5,8.044375,1.7173057794570923,0
A,1,1010,94.0,94.498695,0.7071401476860046,0
A,1,1012,0.24,6.1949606,4.747978687286377,0
A,1,988,38.7,12.354754,2.5634074211120605,1
A,1,422,27.0,24.498882,2.3368780612945557,0
A,1,47,108.0,95.01419,2.0504376888275146,0
A,1,1016,115.0,101.558754,1.2390254735946655,0
A,1,1016,117.0,95.861496,1.2277277708053589,1
A,1,1016,130.0,95.42193,1.2209550142288208,1
A,1,218,12.1,7.656881,3.4399218559265137,0
A,1,1020,35.0,40.808193,1.9226782321929932,0
A,1,1020,34.0,41.007923,1.9215433597564697,0
A,1,1020,30.0,43.68487,1.909703254699707,0
A,1,1021,2.5,7.385511,1.6541342735290527,0
A,1,1021,2.6,7.955614,1.7491695880889893,0
A,1,1021,2.6,8.041806,1.8601754903793335,0
A,1,1021,2.9,8.135094,1.9104654788970947,0
A,1,1021,3.2,8.58424,2.2279601097106934,0
A,1,1021,2.4,8.520212,1.4937524795532227,0
A,1,1021,2.4,8.034445,1.547407627105713,0
A,1,1021,2.5,7.5728974,1.6409889459609985,0
A,1,990,8.2,6.2793694,3.330967426300049,0
A,1,218,11.0,7.656881,3.4399218559265137,0
A,1,218,10.5,6.8756785,3.459223747253418,0
A,1,218,10.4,7.8477592,3.4681568145751953,0
A,1,218,10.3,6.905405,3.4828402996063232,0
A,1,218,9.4,7.1318417,3.4934771060943604,0
A,1,1026,0.509,0.44143534,1.8225669860839844,0
A,1,975,7.172,5.234579,3.333059072494507,0
A,1,975,7.175,5.234579,3.333059072494507,0
A,1,965,60.0,47.49293,0.1818867176771164,0
A,1,1028,10.0,5.0606666,4.049387454986572,0
A,1,1030,5.08,6.5919704,3.8614392280578613,0
A,1,1030,11.6,7.3523135,3.9898507595062256,0
A,1,1028,9.97,5.0606666,4.049387454986572,0
A,1,1032,98.0,77.605515,2.047137975692749,1
A,1,1032,107.0,76.51986,2.041325092315674,1
A,1,1032,75.0,80.34486,2.0544703006744385,0
A,1,1032,75.0,79.671524,2.090891122817993,0
A,1,1032,73.0,82.399124,2.1256396770477295,0
A,1,268,88.0,34.091564,1.538444995880127,1
A,1,102,73.2,79.25912,0.7844916582107544,0
A,1,102,59.7,55.4594,0.7541365027427673,0
A,1,102,45.3,49.320084,0.7439843416213989,0
A,1,102,70.2,60.00326,0.8146073818206787,0
A,1,102,63.5,48.640434,0.8591133952140808,1
A,1,102,44.62,49.320084,0.7439843416213989,0
A,1,1036,0.741,2.1965387,2.1183650493621826,0
A,1,1038,7.15,4.6881847,2.7931082248687744,0
A,1,1039,8.5,2.5764523,1.7100770473480225,0
A,1,1040,6.95,5.0688753,0.8539398312568665,0
A,1,1040,5.95,5.7633915,0.8354787826538086,0
A,1,1040,3.93,5.6758986,0.9000073075294495,0
A,1,1041,2.86,3.9991431,3.35105299949646,0
A,1,1041,3.8,6.1803274,3.2853639125823975,0
A,1,1041,4.8,5.7404337,3.2729451656341553,0
A,1,1041,5.2,6.455406,3.269653558731079,0
A,1,1041,6.9,4.914766,3.3114166259765625,0
A,1,1043,3.6,3.7130737,3.3590145111083984,0
A,1,1044,1.7,4.707073,3.2842090129852295,0
A,1,1047,3.6,3.3241937,4.553239822387695,0
A,1,1050,2.78,6.3326387,4.34102725982666,0
A,1,1060,5.0,5.5376825,3.202914237976074,0
A,1,1064,2.7,3.6668198,2.3014070987701416,0
A,1,1065,4.0,5.2062945,1.6319098472595215,0
A,1,1070,2.0,-0.23884343,3.810088872909546,0
A,1,422,8.0,19.14984,2.368539571762085,0
A,1,422,16.8,21.61382,2.356504201889038,0
A,1,422,26.4,26.609472,2.334747791290283,0
A,1,1071,14.0,17.026756,4.921695709228516,0
A,1,1073,7.1,7.783933,3.001113176345825,0
A,1,1074,6.93,7.954097,2.883876085281372,0
A,1,1074,6.71,8.187382,2.8751492500305176,0
A,1,1074,6.52,8.362052,2.86441707611084,0
A,1,1074,6.1,8.360758,2.859577178955078,0
A,1,1074,5.6,9.237358,2.8779094219207764,0
A,1,1074,4.72,9.396176,2.900651454925537,0
A,1,1074,3.47,9.744509,2.919829845428467,0
A,1,988,36.6,12.354754,2.5634074211120605,1
A,1,1077,65.0,76.203636,1.0788482427597046,0
A,1,1077,53.0,77.332306,1.0774410963058472,1
A,1,1078,63.5,78.87385,1.1469640731811523,1
A,1,1078,50.0,77.60076,1.1461164951324463,1
A,1,1080,2.75,5.748776,3.33323073387146,0
A,1,1064,0.76,3.071606,2.4719605445861816,0
A,1,13,91.7,90.17857,0.2594788372516632,0
A,1,285,81.0,80.75604,0.4532780945301056,0
A,1,285,80.0,78.91332,0.4501744210720062,0
A,1,285,79.0,79.46038,0.4469539523124695,0
A,1,291,78.5,80.46611,0.9256849884986877,0
A,1,291,71.6,81.21966,0.9208560585975647,0
A,1,291,75.7,79.869995,0.9159079790115356,0
A,1,1002,0.37,1.3788538,1.4197680950164795,0
A,1,1002,0.72,1.2429712,1.4147205352783203,0
A,1,1002,0.75,1.2429712,1.4131633043289185,0
A,1,1089,0.39,2.4128387,2.6874256134033203,0
A,1,1100,15.6,47.665714,2.1026577949523926,1
A,1,1103,0.91,1.4243683,2.2456772327423096,0
A,1,1103,1.2,2.2284799,2.0267505645751953,0
A,1,1103,0.67,2.020858,1.778358817100525,0
A,1,1103,0.35,1.2488811,1.5336170196533203,0
A,1,1104,6.0,5.2093325,4.206125259399414,0
A,1,1073,6.5,7.783933,3.001113176345825,0
A,1,1105,4.5,9.420788,1.2196531295776367,0
A,1,1105,2.82,9.804078,1.3064717054367065,0
A,1,1105,2.5,9.415618,1.311194658279419,0
A,1,102,38.0,46.655216,0.7340503334999084,0
A,1,19,32.3,26.693504,0.744205892086029,0
A,1,19,26.1,21.863354,0.7506548762321472,0
A,1,19,33.0,26.536592,0.7425985336303711,0
A,1,19,32.8,25.786531,0.745944619178772,0
A,1,19,30.0,33.556007,0.7509480118751526,0
A,1,19,30.0,30.84851,0.7640858292579651,0
A,1,19,29.9,35.61283,0.7717782258987427,0
A,1,4,84.8,82.97107,1.1116511821746826,0
A,1,4,79.5,79.73187,1.0767147541046143,0
A,1,218,12.3,7.656881,3.4399218559265137,0
A,1,1104,6.2,5.2093325,4.206125259399414,0
A,1,1104,7.3,5.2093325,4.206125259399414,0
A,1,1104,7.7,5.2093325,4.206125259399414,0
A,1,988,38.5,12.354754,2.5634074211120605,1
A,1,988,38.8,12.354754,2.5634074211120605,1
A,1,990,7.6,6.2793694,3.330967426300049,0
A,1,47,128.0,110.025635,2.343921422958374,1
A,1,302,109.0,103.09076,1.1321475505828857,0
A,1,302,104.5,103.09076,1.130228042602539,0
A,1,302,100.0,103.09076,1.1171870231628418,0
A,1,302,93.5,103.41264,1.1031997203826904,0
A,1,302,79.0,103.847176,0.9513877034187317,1
A,1,302,53.0,92.945274,0.9256975650787354,1
A,1,1114,10.16,5.832749,5.181790351867676,0
A,1,1114,10.2,5.832749,5.181790351867676,0
A,1,1050,13.0,6.4381104,3.233020067214966,0
A,1,1120,0.79,2.892969,5.685502052307129,0
A,1,1126,100.0,88.21873,1.1966044902801514,0
A,1,1126,103.0,64.93226,1.2071794271469116,1
A,1,1103,2.04,1.6874895,2.708009958267212,0
A,1,1103,1.84,1.2802014,2.584624767303467,0
A,1,1103,0.79,1.5889506,2.4268252849578857,0
A,1,1128,0.86,5.272322,1.3928349018096924,0
A,1,1128,0.73,5.272322,1.3928349018096924,0
A,1,1128,1.9,3.2711072,1.3388316631317139,0
A,1,1128,1.94,3.2711072,1.3388316631317139,0
A,1,1128,1.7,3.2711072,1.3388316631317139,0
A,1,1128,1.135,5.272322,1.3928349018096924,0
A,1,1128,1.93,3.2711072,1.3388316631317139,0
A,1,1131,2.75,2.9242618,3.886427164077759,0
A,1,1131,3.84,3.0085,3.8520984649658203,0
A,1,1131,3.7,3.3500586,4.988994598388672,0
A,1,1131,3.36,3.2326033,5.478984355926514,0
A,1,1131,3.04,4.1076536,4.220585823059082,0
A,1,1132,0.14,2.5344825,4.293251991271973,0
A,1,1128,1.85,3.2711072,1.3388316631317139,0
A,1,1135,3.12,4.353366,4.032156944274902,0
A,1,1138,5.84,4.7272077,3.763627052307129,0
A,1,1140,1.9,7.295406,6.971571922302246,0
A,1,1142,5.5,6.5078773,3.752375841140747,0
A,1,1142,6.5,6.5078773,3.752375841140747,0
A,1,1144,17.6,12.3069105,3.28302001953125,0
A,1,1144,17.4,12.3069105,3.28302001953125,0
A,1,1144,18.0,12.3069105,3.28302001953125,0
A,1,1145,8.7,7.5411587,3.1742255687713623,0
A,1,1145,10.9,7.5411587,3.1742255687713623,0
A,1,1149,17.0,7.597373,3.7971889972686768,0
A,1,1149,16.8,7.597373,3.7971889972686768,0
A,1,1151,98.0,89.33793,1.6980633735656738,0
A,1,1131,4.1,3.0085,3.8520984649658203,0
A,1,1153,34.6,30.156565,0.775980532169342,0
A,1,1153,37.0,28.147263,0.8451892137527466,0
A,1,120,33.0,18.855597,0.7236166596412659,1
A,1,1156,6.0,6.979016,1.728872299194336,0
A,1,1164,4.12,3.18163,0.39526212215423584,0
A,1,1164,4.12,3.2718585,0.2516813576221466,0
A,1,1164,3.73,3.1104422,0.31955212354660034,0
A,1,1164,3.65,2.8536901,0.3595321476459503,0
A,1,1164,3.06,2.656443,0.3233322203159332,0
A,1,1169,3.05,2.6807854,0.8237667679786682,0
A,1,1171,2.3,2.3610325,2.3007280826568604,0
A,1,1173,2.8,2.4757671,1.6805757284164429,0
A,1,1050,7.4,6.0839267,3.8089241981506348,0
A,1,1032,98.0,51.462204,2.279273271560669,1
A,1,1032,98.0,50.81592,2.8290154933929443,1
A,1,1032,107.0,50.81592,2.8290154933929443,1
A,1,1032,75.0,53.51867,3.5608999729156494,1
A,1,1032,73.0,52.93875,4.2801127433776855,1
A,1,1032,73.0,41.832466,4.942006587982178,1
A,1,1032,75.0,55.77108,2.992278575897217,1
A,1,1032,75.0,63.322113,3.040146589279175,0
A,1,1032,75.0,63.267677,3.2477307319641113,0
A,1,107,12.5,9.878896,1.5735145807266235,0
A,1,1177,8.81,7.5052533,4.23360013961792,0
A,1,1177,9.87,7.9340115,4.107022762298584,0
A,1,1177,10.9,8.057585,4.0294270515441895,0
A,1,1177,12.0,8.079178,3.9228851795196533,0
A,1,1177,12.4,8.092772,3.8899333477020264,0
A,1,1050,2.8,6.3326387,4.34102725982666,0
A,1,1050,4.1,6.3326387,4.34102725982666,0
A,1,1050,8.9,6.3124285,3.9791877269744873,0
A,1,1050,14.7,5.839189,3.3742377758026123,0
A,1,1178,4.4,2.4147317,5.4256720542907715,0
A,1,783,9.73,7.9390535,1.2950619459152222,0
A,1,1179,127.0,124.854645,1.58062744140625,0
A,1,1179,129.0,123.84642,1.5852705240249634,0
A,1,1179,133.0,124.19551,1.6259042024612427,0
A,1,481,130.0,125.53757,1.2606881856918335,0
A,1,1173,2.5,2.4757671,1.6805757284164429,0
A,1,1036,0.74,2.1965387,2.1183650493621826,0
A,1,986,15.7,10.185938,3.409623384475708,0
A,1,1188,0.7,3.6731346,1.9300720691680908,0
A,1,306,26.0,82.91473,1.600664734840393,1
A,1,306,46.0,82.91473,1.600664734840393,1
A,1,306,62.0,82.91473,1.600664734840393,1
A,1,306,77.0,82.91473,1.600664734840393,0
A,1,984,0.541,1.442426,3.669203996658325,0
A,1,1194,2.9,5.408074,3.87384033203125,0
A,1,1012,10.0,6.1930037,4.682267665863037,0
A,1,1195,7.0,5.2202353,3.6762630939483643,0
A,1,1196,3.9,10.054306,4.569182872772217,0
A,1,1196,0.95,10.157647,4.717804431915283,0
A,1,1196,1.4,10.157647,4.688523292541504,0
A,1,1196,2.39,10.021213,4.62877082824707,0
A,1,1196,4.15,10.253753,4.514461994171143,0
A,1,1196,2.68,10.509598,4.420299530029297,0
A,1,1197,38.0,36.288242,2.479810953140259,0
A,1,1197,32.5,37.574905,2.4831085205078125,0
A,1,1197,22.0,31.864985,2.5114102363586426,0
A,1,990,6.87,6.2793694,3.330967426300049,0
A,1,1196,2.0,10.614797,3.9238317012786865,0
A,1,1196,3.95,10.770378,3.8748204708099365,0
A,1,1196,2.95,10.763113,3.8313214778900146,0
A,1,958,26.8,29.160175,0.8410977125167847,0
A,1,958,28.0,29.7043,0.8963602781295776,0
A,1,958,27.4,29.796234,0.9302947521209717,0
A,1,958,27.0,28.39518,0.950084388256073,0
A,1,958,25.7,28.119183,0.9700400233268738,0
A,1,1201,4.7,5.0453863,1.7907143831253052,0
A,1,1208,2.8,6.4558654,1.7776364088058472,0
A,1,1216,5.1,2.7990181,3.2031362056732178,0
A,1,1217,2.53,3.3440619,3.7068073749542236,0
A,1,1218,1.1,11.344957,4.4548540115356445,0
A,1,1218,0.9,11.344957,4.4548540115356445,0
A,1,1219,5.71,3.283161,6.187368869781494,0
A,1,1219,4.91,2.596082,6.06358003616333,0
A,1,1219,4.19,1.4706044,4.593710422515869,0
A,1,1219,3.26,2.8948588,3.898207664489746,0
A,1,1219,2.26,2.0259786,4.3015217781066895,0
A,1,1219,1.2,2.482711,4.52598762512207,0
A,1,988,5.7,10.082208,2.4364712238311768,0
A,1,1221,3.795,4.961909,6.182680130004883,0
A,1,1223,1.6,2.2477396,4.868714809417725,0
A,1,1223,1.14,2.2477396,4.868714809417725,0
A,1,1223,0.78,2.2477396,4.868714809417725,0
A,1,1223,0.74,1.6552718,4.497992992401123,0
A,1,1223,0.54,1.6552718,4.497992992401123,0
A,1,1223,0.35,1.6552718,4.497992992401123,0
A,1,1224,5.0,14.878349,3.221330404281616,0
A,1,1224,5.4,11.064098,3.2635555267333984,0
A,1,1227,3.37,4.328352,4.3131208419799805,0
A,1,1232,3.76,6.286195,0.9564822316169739,0
A,1,1232,3.11,6.323829,0.9495090842247009,0
A,1,1232,3.73,6.1912546,1.0672839879989624,0
A,1,1232,3.78,6.361239,0.9044903516769409,0
A,1,1232,3.33,6.361239,0.9044903516769409,0
A,1,1232,3.57,6.929039,0.8846375942230225,0
A,1,1232,3.84,6.670468,0.878830075263977,0
A,1,1232,3.9,6.670468,0.878830075263977,0
A,1,1232,3.79,6.213679,0.8401525020599365,0
A,1,1234,3.0,3.753258,2.936166524887085,0
A,1,1217,2.36,3.6986265,3.7994437217712402,0
A,1,1217,2.96,3.6599464,3.707078218460083,0
A,1,1234,3.78,3.497952,3.0856544971466064,0
A,1,1234,3.47,3.4411929,3.037496328353882,0
A,1,1234,3.12,3.6905417,2.9465532302856445,0
A,1,1234,2.48,3.8590922,2.987957239151001,0
A,1,1237,1.92,3.923051,1.7522366046905518,0
A,1,1237,1.41,3.9649384,1.5873504877090454,0
A,1,1238,2.11,3.9285994,5.2731146812438965,0
A,1,1238,1.14,3.9001389,5.221038818359375,0
A,1,1217,1.98,3.998745,3.8874242305755615,0
A,1,1217,2.1,3.835306,3.831493854522705,0
A,1,1217,2.24,3.387565,3.7485158443450928,0
A,1,1217,2.34,3.3706908,3.7223222255706787,0
A,1,1217,2.49,2.951738,3.7022502422332764,0
A,1,1217,2.6,3.3674514,3.697157621383667,0
A,1,1217,2.84,3.2966433,3.759111166000366,0
A,1,1217,2.88,3.2695591,3.80214524269104,0
A,1,1217,2.91,3.2926571,3.923936367034912,0
A,1,1234,2.67,3.9035902,3.0042996406555176,0
A,1,1234,3.18,3.4411929,3.037496328353882,0
A,1,1239,0.5,3.1514235,2.8517346382141113,0
A,1,1241,4.8,6.804886,2.4557764530181885,0
A,1,1241,5.0,5.6610136,2.839826822280884,0
A,1,1241,5.3,4.993932,3.0584378242492676,0
A,1,990,8.0,6.2793694,3.330967426300049,0
A,1,1002,0.68,1.2429712,1.4129889011383057,0
A,1,1246,0.57,1.1791983,2.616227865219116,0
A,1,1246,0.15,1.1791983,2.615492582321167,0
A,1,1246,0.03,1.1791983,2.6150026321411133,0
A,1,1248,1.63,1.6959943,2.4429116249084473,0
A,1,1248,1.62,1.6660894,2.5429651737213135,0
A,1,1248,1.54,1.6825157,2.761431932449341,0
A,1,1248,1.21,1.651017,3.1106655597686768,0
A,1,1248,0.75,1.6567535,3.307368755340576,0
A,1,1248,0.94,1.6762278,3.522055149078369,0
A,1,1255,1.1,2.4902902,1.7714580297470093,0
A,1,988,38.6,12.354754,2.5634074211120605,1
A,1,1263,4.65,5.0981054,1.7166807651519775,0
A,1,1263,3.7,4.7891707,1.6701115369796753,0
A,1,1263,3.1,4.7891707,1.6701115369796753,0
A,1,1263,2.56,4.6486144,1.681003451347351,0
A,1,1265,9.2,4.40452,3.651942491531372,0
A,1,973,3.403,3.267563,4.302425384521484,0
A,1,1268,10.7,8.348905,6.520263671875,0
A,1,1073,6.9,7.5261965,3.255399703979492,0
A,1,1073,6.4,7.783933,3.001113176345825,0
A,1,1273,1.24,3.8500814,4.8236799240112305,0
A,1,1281,4.2,4.6292233,3.259934663772583,0
A,1,1282,7.88,4.151355,3.20456600189209,0
A,1,990,7.61,6.2793694,3.330967426300049,0
A,1,1291,6.59,4.683109,5.551596641540527,0
A,1,1291,4.9,7.270204,5.257798671722412,0
A,1,1291,3.72,4.7064605,5.1909356117248535,0
A,1,1291,2.31,5.693904,5.291952133178711,0
A,1,975,7.193,5.234579,3.333059072494507,0
A,1,1294,1.55,3.508883,3.770493745803833,0
A,1,988,30.4,12.354754,2.5634074211120605,1
A,1,988,22.8,12.354754,2.5634074211120605,0
A,1,988,17.1,12.354754,2.5634074211120605,0
A,1,988,13.6,12.354754,2.5634074211120605,0
A,1,988,8.13,12.354754,2.5634074211120605,0
A,1,988,38.2,12.354754,2.5634074211120605,1
A,1,990,7.1,6.2793694,3.330967426300049,0
A,1,1073,6.9,7.783933,3.001113176345825,0
A,1,1073,7.09,8.337389,2.996148109436035,0
A,1,1201,4.4,4.540689,2.636575937271118,0
A,1,1201,4.0,3.581521,3.157665967941284,0
A,1,1071,12.8,17.026756,4.921695709228516,0
